,Unnamed: 0,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,tweet words,links,replies_sentance,Negative words,Positive words,Sentiment Score,hour,minute,day
565,27,"Will you join us?

We've set a goal of recruiting 100 donors as part of our fall fundraising campaign. We're *halfway* there, with only a couple weeks to go! 👏

Donate to Seamless by Dec. 4 and you'll receive our exclusive transit swag as a thank you! https://t.co/NryaLP8qry https://t.co/B98kV8gv8e ",2020-11-16 18:15:00,836.0,41.0,0.0490430622009569,2.0,[],1.0,1.0,5.0,"['will', 'you', 'join', 'us?', ""we've"", 'set', 'a', 'goal', 'of', 'recruiting', 'donors', 'as', 'part', 'of', 'our', 'fall', 'fundraising', 'campaign.', ""we're"", '*halfway*', 'there,', 'with', 'only', 'a', 'couple', 'weeks', 'to', 'go!', 'donate', 'to', 'seamless', 'by', 'dec.', 'and', ""you'll"", 'receive', 'our', 'exclusive', 'transit', 'swag', 'as', 'a', 'thank', 'you!', 'https://t.co/nryalp8qry', 'https://t.co/b98kv8gv8e']","https://t.co/NryaLP8qry, https://t.co/B98kV8gv8e","['Will', 'you', 'join', ""us?\n\nWe've"", 'set', 'a', 'goal', 'of', 'recruiting', '100', 'donors', 'as', 'part', 'of', 'our', 'fall', 'fundraising', 'campaign.', ""We're"", '*halfway*', 'there,', 'with', 'only', 'a', 'couple', 'weeks', 'to', 'go!', '👏\n\nDonate', 'to', 'Seamless', 'by', 'Dec.', '4', 'and', ""you'll"", 'receive', 'our', 'exclusive', 'transit', 'swag', 'as', 'a', 'thank', 'you!', 'https://t.co/NryaLP8qry', 'https://t.co/B98kV8gv8e', '']","['fall', 'ill', 'in', 'no', 'sin', 'the']","['all', 'art', 'as', 'campaign', 'donate', 'exclusive', 'fun', 'go', 'in', 'of', 'on', 'receive', 'seamless', 'set', 'swag', 'thank', 'the', 'up', 'wag', 'way', 'will', 'wit', 'with', 'yo', 'you']",0.06333333333333332,18,15,1
566,28,"In 2021, we'll continue to organize and advocate for a more rider friendly, integrated, accessible transit system in the Bay Area. https://t.co/c05K1kK5s9 ",2020-11-16 18:15:00,911.0,47.0,0.0515916575192096,0.0,[],9.0,0.0,0.0,"['in', ""we'll"", 'continue', 'to', 'organize', 'and', 'advocate', 'for', 'a', 'more', 'rider', 'friendly,', 'integrated,', 'accessible', 'transit', 'system', 'in', 'the', 'bay', 'area.', 'https://t.co/c05k1kk5s9']",https://t.co/c05K1kK5s9,"['In', '2021,', ""we'll"", 'continue', 'to', 'organize', 'and', 'advocate', 'for', 'a', 'more', 'rider', 'friendly,', 'integrated,', 'accessible', 'transit', 'system', 'in', 'the', 'Bay', 'Area.', 'https://t.co/c05K1kK5s9', '']","['grate', 'in', 'the']","['for', 'friend', 'friendly', 'in', 'integrate', 'integrated', 'more', 'on', 'the']",0.03870967741935484,18,15,1
567,29,"2020 has been a milestone year for Seamless Bay Area: 

✔️ We're shaping our region's response to COVID as a member of the Transit Recovery Task Force
✔️ We helped pass #MeasureRR to rescue Caltrain
✔️ We're building momentum for integrated fares &amp; other seamless transit reforms ",2020-11-16 18:15:00,1794.0,34.0,0.0189520624303233,2.0,[],8.0,2.0,0.0,"['has', 'been', 'a', 'milestone', 'year', 'for', 'seamless', 'bay', 'area:', ""we're"", 'shaping', 'our', ""region's"", 'response', 'to', 'covid', 'as', 'a', 'member', 'of', 'the', 'transit', 'recovery', 'task', 'force', 'we', 'helped', 'pass', '#measurerr', 'to', 'rescue', 'caltrain', ""we're"", 'building', 'momentum', 'for', 'integrated', 'fares', '&amp;', 'other', 'seamless', 'transit', 'reforms']",,"['2020', 'has', 'been', 'a', 'milestone', 'year', 'for', 'Seamless', 'Bay', 'Area:', '\n\n✔️', ""We're"", 'shaping', 'our', ""region's"", 'response', 'to', 'COVID', 'as', 'a', 'member', 'of', 'the', 'Transit', 'Recovery', 'Task', 'Force\n✔️', 'We', 'helped', 'pass', '#MeasureRR', 'to', 'rescue', 'Caltrain\n✔️', ""We're"", 'building', 'momentum', 'for', 'integrated', 'fares', '&amp;', 'other', 'seamless', 'transit', 'reforms', '']","['ding', 'err', 'grate', 'in', 'the']","['as', 'build', 'ear', 'fare', 'for', 'force', 'help', 'helped', 'in', 'integrate', 'integrated', 'of', 'on', 'over', 'recover', 'recovery', 'reform', 'reforms', 'seamless', 'sure', 'the', 'very', 'yea']",0.06338028169014084,18,15,1
568,30,"Missed our Integrated Fare Vision webinar last week with @icgee, @alevin, and @christofspieler? You can watch the recorded conversation here 🚍🚎🚉  https://t.co/8XE6Sp5CT6 https://t.co/wYBWIHa39m ",2020-11-14 18:33:00,891.0,34.0,0.0381593714927048,0.0,"[['@icgee,'], ['@alevin,'], ['@christofspieler?']]",2.0,6.0,8.0,"['missed', 'our', 'integrated', 'fare', 'vision', 'webinar', 'last', 'week', 'with', '@icgee,', '@alevin,', 'and', '@christofspieler?', 'you', 'can', 'watch', 'the', 'recorded', 'conversation', 'here', 'https://t.co/8xe6sp5ct6', 'https://t.co/wybwiha39m']","https://t.co/8XE6Sp5CT6, https://t.co/wYBWIHa39m","['Missed', 'our', 'Integrated', 'Fare', 'Vision', 'webinar', 'last', 'week', 'with', '@icgee,', '@alevin,', 'and', '@christofspieler?', 'You', 'can', 'watch', 'the', 'recorded', 'conversation', 'here', '🚍🚎🚉', '', 'https://t.co/8XE6Sp5CT6', 'https://t.co/wYBWIHa39m', '']","['grate', 'in', 'miss', 'missed', 'the']","['as', 'can', 'conversation', 'fare', 'in', 'integrate', 'integrated', 'miss', 'of', 'on', 'the', 'vision', 'watch', 'wit', 'with', 'yo', 'you']",0.06185567010309278,18,33,6
569,31,"Some great ideas and analysis of how to improve transit governance to create a better system from @EnoTrans - especially the case studies on Pittsburgh, Boston, and Minneapolis. Highly relevant to the Bay Area's Blue Ribbon Task Force
https://t.co/ERKwsF25sw ",2020-11-12 15:29:00,1243.0,13.0,0.0104585679806918,1.0,[['@EnoTrans']],3.0,1.0,2.0,"['some', 'great', 'ideas', 'and', 'analysis', 'of', 'how', 'to', 'improve', 'transit', 'governance', 'to', 'create', 'a', 'better', 'system', 'from', '@enotrans', 'especially', 'the', 'case', 'studies', 'on', 'pittsburgh,', 'boston,', 'and', 'minneapolis.', 'highly', 'relevant', 'to', 'the', 'bay', ""area's"", 'blue', 'ribbon', 'task', 'force', 'https://t.co/erkwsf25sw']",https://t.co/ERKwsF25sw,"['Some', 'great', 'ideas', 'and', 'analysis', 'of', 'how', 'to', 'improve', 'transit', 'governance', 'to', 'create', 'a', 'better', 'system', 'from', '@EnoTrans', '-', 'especially', 'the', 'case', 'studies', 'on', 'Pittsburgh,', 'Boston,', 'and', 'Minneapolis.', 'Highly', 'relevant', 'to', 'the', 'Bay', ""Area's"", 'Blue', 'Ribbon', 'Task', 'Force\nhttps://t.co/ERKwsF25sw', '']","['nan', 'die', 'dies', 'in', 'no', 'not', 'the']","['nan', 'all', 'as', 'bet', 'better', 'create', 'especial', 'for', 'force', 'go', 'great', 'high', 'highly', 'how', 'idea', 'improve', 'in', 'of', 'on', 'over', 'pro', 'relevant', 'special', 'specially', 'stud', 'the', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",0.16602316602316602,15,29,4
570,32,"Join Friends of Caltrain's @alevin &amp; @CityofSanJose officials on Friday, Nov. 13 at noon to learn about the city's plans to make the Diridon area better for walking, bicycling, and public transit 👉 https://t.co/DzkMc0Nd5z https://t.co/xbFqXsi7K8 ",2020-11-12 00:17:00,1499.0,3.0,0.0020013342228152,1.0,"[['@alevin'], ['@CityofSanJose']]",2.0,0.0,0.0,"['join', 'friends', 'of', ""caltrain's"", '@alevin', '&amp;', '@cityofsanjose', 'officials', 'on', 'friday,', 'nov.', 'at', 'noon', 'to', 'learn', 'about', 'the', ""city's"", 'plans', 'to', 'make', 'the', 'diridon', 'area', 'better', 'for', 'walking,', 'bicycling,', 'and', 'public', 'transit', 'https://t.co/dzkmc0nd5z', 'https://t.co/xbfqxsi7k8']","https://t.co/DzkMc0Nd5z, https://t.co/xbFqXsi7K8","['Join', 'Friends', 'of', ""Caltrain's"", '@alevin', '&amp;', '@CityofSanJose', 'officials', 'on', 'Friday,', 'Nov.', '13', 'at', 'noon', 'to', 'learn', 'about', 'the', ""city's"", 'plans', 'to', 'make', 'the', 'Diridon', 'area', 'better', 'for', 'walking,', 'bicycling,', 'and', 'public', 'transit', '👉', 'https://t.co/DzkMc0Nd5z', 'https://t.co/xbFqXsi7K8', '']","['in', 'no', 'the']","['bet', 'better', 'da', 'ear', 'earn', 'for', 'friend', 'in', 'learn', 'make', 'of', 'officia', 'on', 'the', 'yo']",0.048,0,17,4
571,33,".@alevin highlighting the ongoing work of the Fare Coordination &amp; Integration Study, and the Blue Ribbon Transit Recovery Task Force, as once-in-a-generation opportunity to reinvent transit in the Bay Area. ",2020-11-10 21:47:00,1256.0,6.0,0.0047770700636942,2.0,[['@alevin']],2.0,0.0,0.0,"['.@alevin', 'highlighting', 'the', 'ongoing', 'work', 'of', 'the', 'fare', 'coordination', '&amp;', 'integration', 'study,', 'and', 'the', 'blue', 'ribbon', 'transit', 'recovery', 'task', 'force,', 'as', 'once-in-a-generation', 'opportunity', 'to', 'reinvent', 'transit', 'in', 'the', 'bay', 'area.']",,"['.@alevin', 'highlighting', 'the', 'ongoing', 'work', 'of', 'the', 'Fare', 'Coordination', '&amp;', 'Integration', 'Study,', 'and', 'the', 'Blue', 'Ribbon', 'Transit', 'Recovery', 'Task', 'Force,', 'as', 'once-in-a-generation', 'opportunity', 'to', 'reinvent', 'transit', 'in', 'the', 'Bay', 'Area.', '']","['in', 'the', 'vent']","['as', 'fare', 'for', 'force', 'go', 'going', 'high', 'in', 'invent', 'light', 'of', 'on', 'ongoing', 'opportunity', 'over', 'recover', 'recovery', 'stud', 'study', 'the', 'unity', 'vent', 'very', 'work']",0.0995260663507109,21,47,2
572,34,"Advocacy director @alevin: To implement an integrated fare system, we'll need to have coordination and agreement among Bay Area transit agencies. Is that complicated? Yes, it is. ",2020-11-10 21:46:00,976.0,12.0,0.0122950819672131,0.0,[['@alevin:']],2.0,0.0,0.0,"['advocacy', 'director', '@alevin:', 'to', 'implement', 'an', 'integrated', 'fare', 'system,', ""we'll"", 'need', 'to', 'have', 'coordination', 'and', 'agreement', 'among', 'bay', 'area', 'transit', 'agencies.', 'is', 'that', 'complicated?', 'yes,', 'it', 'is.']",,"['Advocacy', 'director', '@alevin:', 'To', 'implement', 'an', 'integrated', 'fare', 'system,', ""we'll"", 'need', 'to', 'have', 'coordination', 'and', 'agreement', 'among', 'Bay', 'Area', 'transit', 'agencies.', 'Is', 'that', 'complicated?', 'Yes,', 'it', 'is.', '']","['complicated', 'dire', 'grate', 'in', 'ire']","['agree', 'direct', 'fare', 'have', 'in', 'integrate', 'integrated', 'need', 'on', 'yes']",0.027932960893854747,21,46,2
573,35,".@icgee: Putting this system into place would require reforms to our current system, including establishing a central regional authority that would administer fares and policies ",2020-11-10 21:43:00,509.0,1.0,0.0019646365422396,0.0,[['@icgee:']],0.0,0.0,0.0,"['.@icgee:', 'putting', 'this', 'system', 'into', 'place', 'would', 'require', 'reforms', 'to', 'our', 'current', 'system,', 'including', 'establishing', 'a', 'central', 'regional', 'authority', 'that', 'would', 'administer', 'fares', 'and', 'policies']",,"['.@icgee:', 'Putting', 'this', 'system', 'into', 'place', 'would', 'require', 'reforms', 'to', 'our', 'current', 'system,', 'including', 'establishing', 'a', 'central', 'regional', 'authority', 'that', 'would', 'administer', 'fares', 'and', 'policies', '']","['ding', 'in', 'ire', 'stab']","['ace', 'central', 'current', 'establish', 'fare', 'for', 'in', 'on', 'qui', 'reform', 'reforms', 'stablish', 'would']",0.05056179775280899,21,43,2
574,36,"""Under our proposal, any trip within 1 or 2 zones is a local fare price, so short trips aren't penalized."" @icgee ",2020-11-10 21:28:00,703.0,3.0,0.0042674253200568,0.0,[['@icgee']],1.0,1.0,0.0,"['""under', 'our', 'proposal,', 'any', 'trip', 'within', 'or', 'zones', 'is', 'a', 'local', 'fare', 'price,', 'so', 'short', 'trips', ""aren't"", 'penalized.""', '@icgee']",,"['""Under', 'our', 'proposal,', 'any', 'trip', 'within', '1', 'or', '2', 'zones', 'is', 'a', 'local', 'fare', 'price,', 'so', 'short', 'trips', ""aren't"", 'penalized.""', '@icgee', '']","['in', 'penalize', 'rip']","['fare', 'in', 'on', 'pro', 'under', 'wit', 'with']",0.03508771929824561,21,28,2
575,37,"Seamless policy director @icgee: The Bay Area's existing fare system has problems with complexity, equity, and inefficiency - and isn't aligned with broader mobility goals ",2020-11-10 21:23:00,1320.0,9.0,0.0068181818181818,0.0,[['@icgee:']],2.0,2.0,0.0,"['seamless', 'policy', 'director', '@icgee:', 'the', 'bay', ""area's"", 'existing', 'fare', 'system', 'has', 'problems', 'with', 'complexity,', 'equity,', 'and', 'inefficiency', 'and', ""isn't"", 'aligned', 'with', 'broader', 'mobility', 'goals']",,"['Seamless', 'policy', 'director', '@icgee:', 'The', 'Bay', ""Area's"", 'existing', 'fare', 'system', 'has', 'problems', 'with', 'complexity,', 'equity,', 'and', 'inefficiency', '-', 'and', ""isn't"", 'aligned', 'with', 'broader', 'mobility', 'goals', '']","['complex', 'dire', 'in', 'inefficiency', 'ire', 'problem', 'problems', 'quit', 'sting', 'the']","['as', 'direct', 'efficiency', 'equity', 'fare', 'go', 'in', 'mobility', 'pro', 'qui', 'seamless', 'the', 'wit', 'with']",0.02325581395348838,21,23,2
576,38,"""A good fare system supports equity. It should have structures built in to have different prices for different riders. And it should be easy to understand."" - @christofspieler ",2020-11-10 21:16:00,629.0,3.0,0.0047694753577106,0.0,[['@christofspieler']],1.0,0.0,0.0,"['""a', 'good', 'fare', 'system', 'supports', 'equity.', 'it', 'should', 'have', 'structures', 'built', 'in', 'to', 'have', 'different', 'prices', 'for', 'different', 'riders.', 'and', 'it', 'should', 'be', 'easy', 'to', 'understand.""', '@christofspieler']",,"['""A', 'good', 'fare', 'system', 'supports', 'equity.', 'It', 'should', 'have', 'structures', 'built', 'in', 'to', 'have', 'different', 'prices', 'for', 'different', 'riders.', 'And', 'it', 'should', 'be', 'easy', 'to', 'understand.""', '-', '@christofspieler', '']","['in', 'quit']","['as', 'different', 'easy', 'equity', 'fare', 'for', 'go', 'good', 'have', 'in', 'of', 'qui', 'sup', 'support', 'supports', 'under', 'understand', 'up']",0.09090909090909091,21,16,2
577,39,"Urban planning expert @christofspieler today on our fare map webinar: ""A good fare system is mode neutral, and spans multiple agencies. And it doesn't penalize short trips."" ",2020-11-10 21:14:00,515.0,11.0,0.0213592233009708,0.0,[['@christofspieler']],1.0,0.0,0.0,"['urban', 'planning', 'expert', '@christofspieler', 'today', 'on', 'our', 'fare', 'map', 'webinar:', '""a', 'good', 'fare', 'system', 'is', 'mode', 'neutral,', 'and', 'spans', 'multiple', 'agencies.', 'and', 'it', ""doesn't"", 'penalize', 'short', 'trips.""']",,"['Urban', 'planning', 'expert', '@christofspieler', 'today', 'on', 'our', 'fare', 'map', 'webinar:', '""A', 'good', 'fare', 'system', 'is', 'mode', 'neutral,', 'and', 'spans', 'multiple', 'agencies.', 'And', 'it', ""doesn't"", 'penalize', 'short', 'trips.""', '']","['in', 'pan', 'penalize', 'rip']","['da', 'expert', 'fare', 'go', 'good', 'in', 'neutral', 'of', 'on', 'pert', 'today']",0.04022988505747127,21,14,2
578,40,Happening now - streaming live here: https://t.co/E219a4OFM5 https://t.co/jquYJFwDQf ,2020-11-10 21:11:00,2906.0,24.0,0.0082587749483826,0.0,[],6.0,4.0,2.0,"['happening', 'now', 'streaming', 'live', 'here:', 'https://t.co/e219a4ofm5', 'https://t.co/jquyjfwdqf']","https://t.co/E219a4OFM5, https://t.co/jquYJFwDQf","['Happening', 'now', '-', 'streaming', 'live', 'here:', 'https://t.co/E219a4OFM5', 'https://t.co/jquYJFwDQf', '']","['in', 'no']","['happening', 'in', 'live', 'now', 'of']",0.03529411764705882,21,11,2
579,41,"Join us TODAY at 1 p.m. PT for a free webinar about our vision for integrated transit fares in the Bay Area! 

Hear from Seamless Bay Area's @icgee &amp; @alevin, and our special guest @christofspieler - moderated by @Alfleisher 🙌

RSVP here: https://t.co/KvkWAkJ2IP https://t.co/ljDZTuWw7B ",2020-11-10 19:40:00,1979.0,40.0,0.0202122283981809,3.0,"[['@icgee'], ['@alevin,'], ['@christofspieler'], ['@Alfleisher']]",7.0,8.0,6.0,"['join', 'us', 'today', 'at', 'p.m.', 'pt', 'for', 'a', 'free', 'webinar', 'about', 'our', 'vision', 'for', 'integrated', 'transit', 'fares', 'in', 'the', 'bay', 'area!', 'hear', 'from', 'seamless', 'bay', ""area's"", '@icgee', '&amp;', '@alevin,', 'and', 'our', 'special', 'guest', '@christofspieler', 'moderated', 'by', '@alfleisher', 'rsvp', 'here:', 'https://t.co/kvkwakj2ip', 'https://t.co/ljdztuww7b']","https://t.co/KvkWAkJ2IP, https://t.co/ljDZTuWw7B","['Join', 'us', 'TODAY', 'at', '1', 'p.m.', 'PT', 'for', 'a', 'free', 'webinar', 'about', 'our', 'vision', 'for', 'integrated', 'transit', 'fares', 'in', 'the', 'Bay', 'Area!', '\n\nHear', 'from', 'Seamless', 'Bay', ""Area's"", '@icgee', '&amp;', '@alevin,', 'and', 'our', 'special', 'guest', '@christofspieler', '-', 'moderated', 'by', '@Alfleisher', '🙌\n\nRSVP', 'here:', 'https://t.co/KvkWAkJ2IP', 'https://t.co/ljDZTuWw7B', '']","['grate', 'in', 'the']","['da', 'ear', 'fare', 'for', 'free', 'guest', 'in', 'integrate', 'integrated', 'moderate', 'of', 'on', 'seamless', 'special', 'the', 'today', 'vision']",0.048109965635738834,19,40,2
580,42,Happening tomorrow - not too late to sign up! 👇 https://t.co/gpEXbBBV8w ,2020-11-10 01:19:00,1612.0,14.0,0.0086848635235732,2.0,[],6.0,1.0,0.0,"['happening', 'tomorrow', 'not', 'too', 'late', 'to', 'sign', 'up!', 'https://t.co/gpexbbbv8w']",https://t.co/gpEXbBBV8w,"['Happening', 'tomorrow', '-', 'not', 'too', 'late', 'to', 'sign', 'up!', '👇', 'https://t.co/gpEXbBBV8w', '']","['in', 'no', 'not']","['happening', 'in', 'up']",0.0,1,19,2
581,43,"📢 One simple fare. Free transfers. Automatic fare caps.📢

Join us on Tuesday, Nov. 10 to learn more about our vision for a unified, zone-based fare system for the Bay Area, with our policy director @icgee &amp; urban planning expert @christofspieler: 

https://t.co/KvkWAkJ2IP https://t.co/gwnryuwV9R ",2020-11-08 19:35:00,2083.0,167.0,0.0801728276524244,5.0,"[['@icgee'], ['@christofspieler:']]",33.0,14.0,14.0,"['one', 'simple', 'fare.', 'free', 'transfers.', 'automatic', 'fare', 'caps.📢', 'join', 'us', 'on', 'tuesday,', 'nov.', 'to', 'learn', 'more', 'about', 'our', 'vision', 'for', 'a', 'unified,', 'zone-based', 'fare', 'system', 'for', 'the', 'bay', 'area,', 'with', 'our', 'policy', 'director', '@icgee', '&amp;', 'urban', 'planning', 'expert', '@christofspieler:', 'https://t.co/kvkwakj2ip', 'https://t.co/gwnryuwv9r']","https://t.co/KvkWAkJ2IP, https://t.co/gwnryuwV9R","['📢', 'One', 'simple', 'fare.', 'Free', 'transfers.', 'Automatic', 'fare', 'caps.📢\n\nJoin', 'us', 'on', 'Tuesday,', 'Nov.', '10', 'to', 'learn', 'more', 'about', 'our', 'vision', 'for', 'a', 'unified,', 'zone-based', 'fare', 'system', 'for', 'the', 'Bay', 'Area,', 'with', 'our', 'policy', 'director', '@icgee', '&amp;', 'urban', 'planning', 'expert', '@christofspieler:', '\n\nhttps://t.co/KvkWAkJ2IP', 'https://t.co/gwnryuwV9R', '']","['dire', 'in', 'ire', 'no', 'the']","['as', 'da', 'direct', 'ear', 'earn', 'expert', 'fare', 'for', 'free', 'in', 'learn', 'more', 'of', 'on', 'pert', 'simple', 'the', 'unified', 'vision', 'wit', 'with']",0.053156146179401995,19,35,7
582,44,"In the meantime, read up about our vision for a unified, equitable fare system that would make transit easier to understand, attract more riders, &amp; expand affordable access to housing &amp; jobs 🙌https://t.co/kTJUWELNMc https://t.co/sbKojR0bnH ",2020-11-06 19:43:00,1108.0,41.0,0.0370036101083032,1.0,[],5.0,2.0,12.0,"['in', 'the', 'meantime,', 'read', 'up', 'about', 'our', 'vision', 'for', 'a', 'unified,', 'equitable', 'fare', 'system', 'that', 'would', 'make', 'transit', 'easier', 'to', 'understand,', 'attract', 'more', 'riders,', '&amp;', 'expand', 'affordable', 'access', 'to', 'housing', '&amp;', 'jobs', '🙌https://t.co/ktjuwelnmc', 'https://t.co/sbkojr0bnh']","https://t.co/kTJUWELNMc, https://t.co/sbKojR0bnH","['In', 'the', 'meantime,', 'read', 'up', 'about', 'our', 'vision', 'for', 'a', 'unified,', 'equitable', 'fare', 'system', 'that', 'would', 'make', 'transit', 'easier', 'to', 'understand,', 'attract', 'more', 'riders,', '&amp;', 'expand', 'affordable', 'access', 'to', 'housing', '&amp;', 'jobs', '🙌https://t.co/kTJUWELNMc', 'https://t.co/sbKojR0bnH', '']","['anti', 'in', 'mean', 'pan', 'quit', 'sin', 'the']","['able', 'as', 'da', 'equitable', 'fare', 'for', 'in', 'make', 'more', 'on', 'qui', 'the', 'under', 'understand', 'unified', 'up', 'vision', 'would']",0.04435483870967742,19,43,5
